"","all_loans_amt_outstanding_absolute","all_loans_amt_outstanding_percent_change","all_loans_no_acs_absolute","all_loans_no_acs_percent_change","avg_income","avgpixelvalue","births_in_pvt_hosp_percent","births_in_pvt_hosp_percent_point_change_yoy","comp_percent","consumer_durable_loans","credit_card_loans","education_loans","four_wheeler_percent","fridge_ownership","government_post_office","graduates_and_above","housing_loans","local_or_rural_bank_atm","local_or_rural_bank_branch","local_or_rural_bank_mitra","lpgpng_percent","no_households","private_banks_savings_deposits_share","private_sector_atm","private_sector_bank_mitra","private_sector_branch","public_sector_atm","public_sector_bank_mitra","public_sector_branch","savings_deposits_changeyoy","savings_deposits_value","term_deposits_changeyoy","term_deposits_value","toilet_percent","tv_comp_vehicle_phone_percent","tv_percent","two_wheeler_percent","underweight_births_percent","underweight_births_percent_point_change_yoy","vehicle_loans","workers_100","yoy_percent_change","A_Score"
"1",0.636861899692382,0.6329644353293,0.638893054239429,0.659708126842037,0.729106602106442,0.666609646895828,0.672694943608561,0.702679765599819,0.700456731532332,0.698037875925154,0.691676050601068,0.714943754489643,0.723512404483304,0.679732768312722,0.723272240443797,0.700426118700242,0.70429564291626,0.703899640028503,0.71413240457583,0.703182328395499,0.6714097731365,0.701522002352766,0.661322878376315,0.670095523909429,0.67345030255653,0.691616238480713,0.69624990289842,0.68274526783126,0.729474941057725,0.68572683225278,0.699456373865018,0.677901580619099,0.692839964708561,0.688469256075611,0.703703546814306,0.666310000443217,0.628849735170182,0.686311182687622,0.68118355257625,0.712204028035525,0.717895355835182,0.691932382425224,0.666194063760636
"2",0.706033958240748,0.676930340913449,0.707577041614838,0.695358715495695,0.713201894149315,0.707224596266778,0.656037947163845,0.692470761746659,0.71542169400405,0.709985841845598,0.75859829957621,0.725851926977688,0.685054398148148,0.648699741040794,0.686447767307757,0.648253216290867,0.69201350080844,0.692494446519491,0.705147892840275,0.715393619014221,0.720634209529738,0.699023880385488,0.729838885480541,0.718971109734501,0.72191608828604,0.716182605156728,0.732563659434716,0.671037594673064,0.702050645495573,0.712811068454534,0.686529258559226,0.693189785999693,0.686098292748276,0.71567630107031,0.662317444460302,0.706263480020693,0.66742001392551,0.697152981427175,0.682457583196522,0.704255416483677,0.710707366673084,0.690267500334614,0.669296226077625
"3",0.719470419461125,0.69129364079068,0.733771967362396,0.688105587821507,0.706884814556838,0.697917793554203,0.736595219017094,0.703224223416611,0.680209595515803,0.679338165897651,0.663630063233138,0.684794099481906,0.709259047960575,0.711647842133571,0.698994256233507,0.699497316615325,0.704354512874361,0.704149209508372,0.697748834606994,0.711602357402884,0.730545528752324,0.701545512711698,0.690443715021725,0.694671566579867,0.704284457716026,0.701457551994545,0.702905971025237,0.76285307853946,0.752295304052394,0.710423321945046,0.677081502747691,0.668049335830866,0.707659818778174,0.713429915876399,0.698577561769312,0.721261088851911,0.705887004294952,0.721823558923311,0.709235661515581,0.713990416903446,0.702690017615673,0.706871426970071,0.656662013032811
"4",0.680735374257286,0.692928874103616,0.675230616503252,0.727686856757213,0.664893375568647,0.703078919678791,0.67195597277119,0.705397966649674,0.726388843682077,0.744600745356794,0.68420759877558,0.732142326277783,0.713984193859218,0.694692652842545,0.678560943908787,0.743991087173076,0.695289698530125,0.695041944138034,0.707146978161738,0.675814938589187,0.710091478725347,0.676391070554366,0.695475840367764,0.714962824579189,0.708492588129989,0.721131985025566,0.694944219066937,0.694528575634192,0.69943464213771,0.676023374736911,0.726457204899234,0.731419054069713,0.719015334504465,0.686610822997152,0.754149136259337,0.729486043891809,0.713013628823662,0.688104824807299,0.715561608567787,0.689894066376131,0.712032797569345,0.689856425256519,0.661704364333236
"5",0.70693937757556,0.675764195912604,0.730194133255125,0.715989084124736,0.681458056610962,0.720916723011043,0.636496190319575,0.707872413065744,0.678616320082799,0.724068608787186,0.704302158023577,0.745315099691635,0.670861812307012,0.720138848900917,0.687346172727364,0.72946382854217,0.727399305184432,0.727940592936908,0.673088487972509,0.694273228428619,0.681909642123438,0.726989339752407,0.685554464352251,0.676568405139834,0.691354678480131,0.690902152307415,0.701636876439891,0.684903283372322,0.692708597804045,0.655487354833198,0.717918688801725,0.744533555591465,0.701807808544712,0.701563299582627,0.699602159704461,0.706482703272247,0.673779419003223,0.703414653325208,0.669946049483701,0.700470826212813,0.688894004232176,0.67238045169949,0.619740555885812
"6",0.716202372816641,0.712196593597823,0.710589129324414,0.683692795036558,0.699931141243289,0.714763733759042,0.722620857802013,0.677036841402106,0.727210849163198,0.735443702562347,0.682920978115267,0.707103444496667,0.68113269284914,0.699335700969948,0.771626080526573,0.745772643818849,0.676565715254073,0.681606585735026,0.683601795817089,0.652330733257744,0.696899981281587,0.718535389561181,0.711715742684377,0.711924875926528,0.713552926061008,0.718630154887167,0.702999288657771,0.706632268505993,0.692829824109177,0.698631227228455,0.736761202098266,0.689142764407219,0.737903660218289,0.694717641350457,0.682838830646588,0.696613987340467,0.692427246263997,0.723341324692676,0.722115484744351,0.684864199873212,0.698341666764938,0.737988472293557,0.657402522266654
"7",0.689913934499868,0.745205292650573,0.73960438102063,0.726813043288539,0.714388397821835,0.71172518389466,0.635815437286026,0.76573253122512,0.726732612265796,0.707422107192392,0.735543604377685,0.669045281193078,0.724411823967717,0.694793604690913,0.68712341100232,0.715039526692992,0.71647556017095,0.715143431022735,0.658818881171156,0.657080694468794,0.711988497263995,0.718606452862469,0.700005992410738,0.688905510936161,0.692736663179916,0.701071930646673,0.721211409413202,0.696659850797412,0.695384487174456,0.729999177808036,0.72448731290351,0.689881298767935,0.718229683430485,0.70432042005147,0.741227063862199,0.677366180779487,0.659943078158068,0.680106985540611,0.748064045674214,0.702138539760545,0.709023268699756,0.735189039590716,0.692665174848864
"8",0.705994843346552,0.752386191687129,0.674154803403945,0.774024745767489,0.699069478908189,0.69567827226328,0.615569292012942,0.637127718316716,0.711861109190772,0.720290357677139,0.664862582946829,0.678411024818036,0.683022043480713,0.67700007093443,0.723509315006949,0.658974167485908,0.680530237268519,0.681790995517011,0.705617347215756,0.76262625678688,0.663175465409847,0.756061015566841,0.688925979849667,0.730878108653067,0.738794793152175,0.741185531710527,0.728466181925874,0.68090950868984,0.709854553535639,0.737162923150399,0.683424267003581,0.725026144824512,0.684421820676323,0.728022447456225,0.661395888594164,0.711971967035956,0.691999563621185,0.731710210589365,0.704172768166733,0.672777166875842,0.711705784797508,0.703166675774348,0.643674580313901
"9",0.672694727830344,0.758841665864394,0.697419857814807,0.726319371807445,0.704935975682796,0.668418294020986,0.692001074883554,0.681650106986095,0.674898213417598,0.651908479476587,0.69791186468736,0.690414842097913,0.697601765875611,0.637524323681982,0.680620119703184,0.642520230093519,0.686480904976109,0.677387420296536,0.65026647539593,0.68791911598242,0.712421697799779,0.709393264371202,0.678344879854226,0.716520572296398,0.707480156029507,0.701899839520739,0.722243333966686,0.714903915575664,0.723091562739077,0.71550451239388,0.722414171136589,0.715484611661982,0.695397748449775,0.755855619369982,0.715529912371418,0.691501211054865,0.627904994909568,0.668605890124877,0.654652178910537,0.706552742070528,0.665533712878534,0.719183569979716,0.662159424260065
"10",0.674654455090073,0.718938200033771,0.657501332751268,0.692449702538302,0.639680507660376,0.684695750535217,0.662958829832526,0.686574649190239,0.600780858295651,0.648249497823904,0.615416484909057,0.658680211572343,0.613747584593848,0.648206225947869,0.673116976194943,0.63572675424131,0.638026787464071,0.647667931661834,0.666330452047729,0.693168781278175,0.616886937252869,0.667421219008869,0.594857027044251,0.683691316804698,0.666904566702742,0.685966467147909,0.680744585287953,0.694820028492583,0.677181338005815,0.685833583171691,0.637292179281699,0.689457636638989,0.640576855742297,0.649270545580111,0.597004538680626,0.601265812753227,0.719829406133638,0.661793926103137,0.685755232648071,0.644428542906766,0.656988554701971,0.667916648163651,0.71589911258237
